source,category,category_name,subcategory,part_number,description,unit_cost,price_status,price_kind,vendor,vendor_invoice,price_date,freight_unit,markup_flag,sell_unit,source_note
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X3 GALV STL NIPL IMP,1-1/2X3 GALV STL NIPL IMP,4.3612,ok,receipt,Noland,,,0,N,5.51081232,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X4 BLK STL NIPL IMP,1-1/2X4 BLK STL NIPL IMP,4.0136,ok,receipt,Noland,,,0,N,5.07158496,RECEIPT Noland 395072 6/17/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X4 GALV STL NIPL IMP,1-1/2X4 GALV STL NIPL IMP,7.6865,ok,receipt,Noland,,,0,N,9.7126614,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X4-1/2 BLK STL NIPL IMP,1-1/2X4-1/2 BLK STL NIPL IMP,4.5,ok,receipt,Noland,,,0,N,5.6862,RECEIPT Noland 395072 6/17/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X4-1/2 GALV STL NIPL IM,1-1/2X4-1/2 GALV STL NIPL IMP,8.0915,ok,receipt,Noland,,,0,N,10.2244194,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X5 BLK STL NIPL IMP,1-1/2X5 BLK STL NIPL IMP,4,ok,receipt,Noland,,,0,N,5.0544,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X5 GALV STL NIPL IMP,1-1/2X5 GALV STL NIPL IMP,8.0533,ok,receipt,Noland,,,0,N,10.17614988,RECEIPT Noland 395035 6/16/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X5-1/2 BLK STL NIPL IMP,1-1/2X5-1/2 BLK STL NIPL IMP,5.2539,ok,receipt,Noland,,,0,N,6.63882804,RECEIPT Noland 395072 6/17/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X5-1/2 GALV STL NIPL IM,1-1/2X5-1/2 GALV STL NIPL IMP,8.0774,ok,receipt,Noland,,,0,N,10.20660264,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X6 BLK STL NIPL IMP,1-1/2X6 BLK STL NIPL IMP,5.2539,ok,receipt,Noland,,,0,N,6.63882804,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X7 BLK STL NIPL IMP,1-1/2X7 BLK STL NIPL IMP,8.3653,ok,receipt,Noland,,,0,N,10.57039308,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X7 GALV STL NIPL IMP,1-1/2X7 GALV STL NIPL IMP,10.6282,ok,receipt,Noland,,,0,N,13.42979352,RECEIPT Noland 395035 6/16/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X8 BLK STL NIPL IMP,1-1/2X8 BLK STL NIPL IMP,8.9057,ok,estimate,Noland,-,,0,N,11.25324252,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X8 GALV STL NIPL IMP,1-1/2X8 GALV STL NIPL IMP,16.1321,ok,receipt,Noland,,,0,N,20.38452156,RECEIPT Noland 395035 6/16/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X9 BLK STL NIPL IMP,1-1/2X9 BLK STL NIPL IMP,9,ok,estimate,Noland,-,,0,N,11.3724,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2X9 GALV STL NIPL IMP,1-1/2X9 GALV STL NIPL IMP,15.6662,ok,estimate,Noland,-,,0,N,19.79581032,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2XCL BLK STL NIPL IMP,1-1/2XCL BLK STL NIPL IMP,2.8624,ok,receipt,Noland,,,0,N,3.61692864,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",1-1/2 INCH - BLACK AND GALVANIZED - NOLAND,1-1/2XCL GALV STL NIPL IMP,1-1/2XCL GALV STL NIPL IMP,3.4631,ok,receipt,Noland,,,0,N,4.37597316,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2XCL BLK STL NIPL IMP,2 IN x CLOSE BLACK STEEL NIPPLE,4.1669,ok,estimate,Noland,-,,0,N,5.26529484,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2 BLK 150 MI SQR HEAD PLUG C,2 BLK 150 MI SQR HEAD PLUG CN,3.1454,ok,receipt,Noland,,,0,N,3.97452744,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2 GALV 150 MI 45 ELBOW CN,2 GALV 150 MI 45 ELBOW CN,11.4158,ok,estimate,Noland,-,,0,N,14.42500488,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2 GALV 150 MI 90 ELBOW CN,2 GALV 150 MI 90 ELBOW CN,13.6109,ok,receipt,Noland,,,0,N,17.19873324,RECEIPT Noland 395902 8/11/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2 GALV 150 MI CAP CN,2 GALV 150 MI CAP CN,6.6383,ok,estimate,Noland,-,,0,N,8.38815588,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2 GALV 150 MI COUPLING CN,2 GALV 150 MI COUPLING CN,9.6702,ok,estimate,Noland,-,,0,N,12.21926472,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2 GALV 150 MI SQR HEAD PLUG,2 GALV 150 MI SQR HEAD PLUG CN,7.1101,ok,receipt,Noland,,,0,N,8.98432236,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2 GALV 150 MI TEE CN,2 GALV 150 MI TEE CN,17.4973,ok,estimate,Noland,-,,0,N,22.10958828,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2 GALV 150 MI UNION CN,2 GALV 150 MI UNION CN,27.2411,ok,receipt,Noland,,,0,N,34.42185396,RECEIPT Noland 395902 8/5/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X1-1/2 BLK 150 MI HEX BUSH,2X1-1/2 BLK 150 MI HEX BUSH CN,4.0416,ok,receipt,Noland,,,0,N,5.10696576,RECEIPT Noland 395678 7/21/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X10 GALV STL NIPL IMP,2X10 GALV STL NIPL IMP,13.54,ok,receipt,Noland,,,0,N,17.109144,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X11 GALV STL NIPL IMP,2X11 GALV STL NIPL IMP,13.58,ok,estimate,Noland,-,,0,N,17.159688,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X12 GALV STL NIPL IMP,2X12 GALV STL NIPL IMP,18.85,ok,receipt,Noland,,,0,N,23.81886,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X2-1/2 GALV STL NIPL IMP,2X2-1/2 GALV STL NIPL IMP,6.1029,ok,estimate,Noland,-,,0,N,7.71162444,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X3 GALV STL NIPL IMP,2X3 GALV STL NIPL IMP,6.1036,ok,receipt,Noland,,,0,N,7.71250896,RECEIPT Noland 395902 8/11/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X4-1/2 BLK STL NIPL IMP,2X4-1/2 BLK STL NIPL IMP,8.2643,ok,receipt,Noland,,,0,N,10.44276948,RECEIPT Noland 395035 6/16/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X4-1/2 GALV STL NIPL IMP,2X4-1/2 GALV STL NIPL IMP,6.81,ok,receipt,Noland,,,0,N,8.605116,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X5 BLK STL NIPL IMP,2X5 BLK STL NIPL IMP,9.99,ok,receipt,Noland,,,0,N,12.623364,RECEIPT Noland 395072 6/17/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X5-1/2 BLK STL NIPL IMP,2X5-1/2 BLK STL NIPL IMP,6.56,ok,estimate,Noland,-,,0,N,8.289216,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X5-1/2 GALV STL NIPL IMP,2X5-1/2 GALV STL NIPL IMP,7.92,ok,receipt,Noland,,,0,N,10.007712,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X6 BLK STL NIPL IMP,2X6 BLK STL NIPL IMP,7.3302,ok,receipt,Noland,,,0,N,9.26244072,RECEIPT Noland 395035 6/16/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X7 BLK STL NIPL IMP,2X7 BLK STL NIPL IMP,11.8881,ok,receipt,Noland,,,0,N,15.02180316,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X7 GALV STL NIPL IMP,2X7 GALV STL NIPL IMP,11.92,ok,receipt,Noland,,,0,N,15.062112,RECEIPT Noland 395902 8/5/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X8 BLK STL NIPL IMP,2X8 BLK STL NIPL IMP,9.35,ok,estimate,Noland,-,,0,N,11.81466,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X8 GALV STL NIPL IMP,2X8 GALV STL NIPL IMP,11.85,ok,estimate,Noland,-,,0,N,14.97366,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X9 BLK STL NIPL IMP,2X9 BLK STL NIPL IMP,12.17,ok,estimate,Noland,-,,0,N,15.378012,OCR off a scanned Noland invoice - VERIFY
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2X9 GALV STL NIPL IMP,2X9 GALV STL NIPL IMP,20,ok,receipt,Noland,,,0,N,25.272,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",2 INCH - BLACK AND GALVANIZED - NOLAND,2XCL GALV STL NIPL IMP,2XCL GALV STL NIPL IMP,6.9842,ok,receipt,Noland,,,0,N,8.82523512,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4 BLK 150 MI 90 ELBOW TH,4 BLK 150 MI 90 ELBOW TH,52.71,ok,receipt,Noland,,,0,N,66.604356,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4 BLK 150 MI CAP CN,4 BLK 150 MI CAP CN,21.91,ok,receipt,Noland,,,0,N,27.685476,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4 BLK 150 MI SQR HEAD PLUG C,4 BLK 150 MI SQR HEAD PLUG CN,32.6722,ok,receipt,Noland,,,0,N,41.28459192,RECEIPT Noland 396156 8/18/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4 BLK MI CPLG,4 BLK MI CPLG,58.49,ok,receipt,Noland,,,0,N,73.907964,RECEIPT Noland 395283 7/8/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4X12 BLK STL NIPL IMP,4X12 BLK STL NIPL IMP,46.0641,ok,receipt,Noland,,,0,N,58.20659676,RECEIPT Noland 395902 8/11/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4X18 BLK STL NIPL IMP,4X18 BLK STL NIPL IMP,72.431,ok,receipt,Noland,,,0,N,91.5238116,RECEIPT Noland 395902 8/5/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4X3 BLK 150 MI COUPLING TH,4X3 BLK 150 MI COUPLING TH,90,ok,receipt,Noland,,,0,N,113.724,RECEIPT Noland 395283 6/26/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4X3 BLK 150 MI HEX BUSHING T,4X3 BLK 150 MI HEX BUSHING TH,31.585,ok,receipt,Noland,,,0,N,39.910806,RECEIPT Noland 395072 6/17/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4X4 BLK STL NIPL IMP,4X4 BLK STL NIPL IMP,24.4967,ok,receipt,Noland,,,0,N,30.95403012,RECEIPT Noland 395902 8/5/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4X6 BLK STL NIPL IMP,4X6 BLK STL NIPL IMP,29.8816,ok,receipt,Noland,,,0,N,37.75838976,RECEIPT Noland 395902 8/5/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4X8 BLK STL NIPL IMP,4X8 BLK STL NIPL IMP,34.5078,ok,receipt,Noland,,,0,N,43.60405608,RECEIPT Noland 395902 8/11/26
REV19_LIBRARY,2,"CAT 2 - HARD PIPE AND FITTINGS - NOLAND / WINSUPPLY IS THE PIPE VENDOR NOW, NOT FERGUSON",4 INCH - BLACK AND GALVANIZED - NOLAND,4XCL BLK STL NIPL IMP,4XCL BLK STL NIPL IMP,16.9738,ok,receipt,Noland,,,0,N,21.44809368,RECEIPT Noland 395902 8/5/26
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 10B2.0,"Icon SplitRepair Flange Fitting Kit for 2.0' OD Pipe,",244.5,ok,receipt,ICON,,,0,N,308.9502,RECEIPT ICON 48328 6/6/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 10B2.0NS,Icon NON SPLIT Repair Flange Fitting Kit for 2.0',244.5,ok,receipt,ICON,,,0,N,308.9502,RECEIPT ICON 46886 2/24/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 10B2.0SL,Icon SplitRepair SnapLock Flange Fitting Kit for 2.0”,306.75,ok,receipt,ICON,,,0,N,387.6093,RECEIPT ICON 48028 5/16/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 10B2.0SLOS,Icon SplitRepair SnapLock Flange Fitting Kit for 2.0”,336.75,ok,receipt,ICON,,,0,N,425.5173,RECEIPT ICON 48028 5/16/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 10B2.5,"Icon SplitRepair Flange Fitting Kit for 2.5' OD Pipe,",244.5,ok,receipt,ICON,,,0,N,308.9502,RECEIPT ICON 48328 6/6/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 10B2.5SLOS,Icon SplitRepair SnapLock Flange Fitting Kit for 2.5” 4,336.75,ok,receipt,ICON,,,0,N,425.5173,RECEIPT ICON 49620 9/11/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 10B3.5OPW,"Icon SplitRepair Flange Fitting Kit for 3.5' OD Pipe,",244.5,ok,receipt,ICON,,,0,N,308.9502,RECEIPT ICON 50624 11/24/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 10B4.5,"Icon SplitRepair Flange Fitting Kit for 4.5' OD Pipe, 2",244.5,ok,receipt,ICON,,,0,N,308.9502,RECEIPT ICON 51000 12/30/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 10B4.5US,Icon Encapsulating Flange Fitting for Housing,276,ok,receipt,ICON,,,0,N,348.7536,RECEIPT ICON 48035 5/16/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 4B1.4,Icon SplitRepair Flange Fitting Kit for 1.4' & 1.0',216.75,ok,receipt,ICON,,,0,N,273.8853,RECEIPT ICON 49620 9/11/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 4B1.4OPW,Icon SplitRepair Flange Fitting Kit for 1.4' & 1.0',216.75,ok,receipt,ICON,,,0,N,273.8853,RECEIPT ICON 49620 9/11/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 4B1.4SLS,Icon SplitRepair SnapLock™ Flange Fitting Kit for,273.75,ok,receipt,ICON,,,0,N,345.9105,RECEIPT ICON 53031 6/24/26
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 5B3.5x(Spec),Icon SplitRepair Flange Fitting Kit for Shallow Pan,269.25,ok,receipt,ICON,,,0,N,340.2243,RECEIPT ICON 52478 5/6/26
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 5B3.5x2.5,Icon SplitRepair Flange Fitting Kit for Shallow Pan,256.5,ok,receipt,ICON,,,0,N,324.1134,RECEIPT ICON 48319 6/6/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 8B1.4SL,Icon SplitRepair SnapLock Flange Fitting Kit for 1.4”,269.25,ok,receipt,ICON,,,0,N,340.2243,RECEIPT ICON 46824 2/18/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 8B1.4SLOS,Icon SplitRepair SnapLock Flange Fitting Kit for 1.4”,299.25,ok,receipt,ICON,,,0,N,378.1323,RECEIPT ICON 46824 2/18/25
REV19_LIBRARY,3,CAT 3 - ICON,SPLIT REPAIR FLANGE FITTING KITS,IRF 8B2.7,"Icon SplitRepair Flange Fitting Kit for 2.7' OD Pipe,",236.25,ok,receipt,ICON,,,0,N,298.5255,RECEIPT ICON 53031 6/24/26
REV19_LIBRARY,3,CAT 3 - ICON,HOUSING FITTING REPAIR KITS - TCI AND BLUELINE,IRF BL-M2.7OS,"Icon SplitRepair Kit for 'Blueline' Housing Fitting,",207,ok,receipt,ICON,,,0,N,261.5652,RECEIPT ICON 52627 5/19/26
REV19_LIBRARY,3,CAT 3 - ICON,HOUSING FITTING REPAIR KITS - TCI AND BLUELINE,IRF TCI-2.0,"Icon SplitRepair Kit for 'TCI' Housing Fitting, 2.0'",225,ok,receipt,ICON,,,0,N,284.31,RECEIPT ICON 50189 10/22/25
REV19_LIBRARY,3,CAT 3 - ICON,HOUSING FITTING REPAIR KITS - TCI AND BLUELINE,IRF TCI-2.0NS,Icon NON SPLIT Repair Kit for 'TCI' Housing,236.25,ok,receipt,ICON,,,0,N,298.5255,RECEIPT ICON 52628 5/19/26
