group,part_number,core_part_number,alt_part_number,description,price,manufacturer,notes
MISC,W2893914-003C,,,iX Red Board To iX Jade Board Retrofit Kit For Ovation2 **(2) Cores Must Be Returned For Core Credit**,282.45,DFS Wayne Parts,
MISC,W2893921-001,,,Ovation Locking Kit Keycode 2MBTTM,379.05,DFS Wayne Parts,
MISC,W2893933-001,,,Fusion V1 Serial Current Loop UDB Grib Service Kit,342.3,DFS Wayne Parts,
MISC,W2893945-001,,,Acumera Zone Router And Firewall,1066.8,DFS Wayne Parts,
MISC,W2893952-001-002,,,"Encore Horizon Price Display Decal, J021 Black",9.45,DFS Wayne Parts,
MISC,W2894002-007,W2894002-007C,,iX Red/Blue Board To iX Jade Board Retrofit Kit For Ovation Dual-Sided QVGA Dispenser Without Existing Hybrid Chip Readers At Non-Media Site - Includes (1) Jade Board And (2) Hybrid Chip Readers,3899.7,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,W2894002-007C,,,iX Red/Blue Board To iX Jade Board Retrofit Kit **Core**,635.25,DFS Wayne Parts,
MISC,W2894010-002,,,SCD Injected With Application Walmart,641.55,DFS Wayne Parts,
MISC,W2894020-001,,,Anthem Contactless Card Reader Service Kit,641.55,DFS Wayne Parts,
MISC,W2894021-001,,,"Service Kit, T7, 7 Inch Secure Display Module",1266.3,DFS Wayne Parts,
MISC,W2894030-001,,,"Kit, Retrofit, 4/V And HS4, Wayne Connect",927.15,DFS Wayne Parts,
MISC,W2894031-001,,,"Kit, Card Reader Security Switch, Helix Usually Has These",99.75,DFS Wayne Parts,
MISC,W2894033-001-R,W2894033-001-RC,,"Rebuilt CPU Board, IX-Jade, Dual Signed, For Idpos",785.4,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,W2894033-001-RC,,,"CPU Board, IX-Jade, Dual Signed, For Idpos - Core",463.05,DFS Wayne Parts,
MISC,W2894035-001,,,Helix Duplex Proportional Valve Potted Assembly Service Kit,667.8,DFS Wayne Parts,
MISC,W2894037-106-001,,,"Low-Profile Injected SPM SHA2 Alphanumeric Keypad Assembly, Credit Only",872.55,DFS Wayne Parts,
MISC,W2894037-106-002,,,Low-Profile Injected SPM SHA2 Alphanumeric Keypad Assembly: Sunoco/First Data Dual 1DES/3DES,875.7,DFS Wayne Parts,
MISC,W2894037-106-006,,,"Low-Profile Injected SPM SHA2 Alphanumeric Keypad Assembly: TD-351, First Data 3DES",875.7,DFS Wayne Parts,
MISC,W2894037-106-010,,,Low-Profile Injected SPM SHA2 Alphanumeric Keypad Assembly: Valero TD-346 Fiserv Dual,875.7,DFS Wayne Parts,
MISC,W2894037-106-016,,,Low-Profile Injected SPM SHA2 Alphanumeric Keypad Assembly: Exxon Mobil 3DES,875.7,DFS Wayne Parts,
MISC,W2894080-001,,,Stainless Steel Tube Clip Support Kit,30.45,DFS Wayne Parts,
MISC,W2894087-001,,,RKI Power-Supply For Remote Loading SPM2 Only Service Tool Kit,135.45,DFS Wayne Parts,
MISC,W2894100-001,,,"7 Inch SVM, Production Signed, OVA2/ECIM Service Kit, Black",705.6,DFS Wayne Parts,
MISC,W2894100-002,,,"7 Inch SVM, Production Signed, OVA2/ECIM Service Kit, White",705.6,DFS Wayne Parts,
MISC,W2894100-003,,,"7 Inch SVM, Production Signed, OVA2/ECIM Service Kit, Gray",705.6,DFS Wayne Parts,
MISC,W2894101-001,,,Black SVM12 ECIM Ovation2 Glass SVC Kit,705.6,DFS Wayne Parts,
MISC,W2894103-002,,,P95W Card Reader Service Kit With Gasket,1097.25,DFS Wayne Parts,
MISC,W2894107-001,,,"Service Kit, 7 Inch SVM, Production Signed, OVA2/ECIM (Supersedes WU012698-0002)",2175.6,DFS Wayne Parts,
MISC,W2894108-001,,,OVA2/ECIM 12 Inch SVM Production Signed Service Kit,2355.15,DFS Wayne Parts,
MISC,W2894113-001-R,W2894113-001-RC,,Rebuilt Wayne Connect In-Dispenser Kit,479.85,DFS Wayne Parts,Order Board & Core.  Once core is returned a credit will be issued
MISC,W2894113-001-RC,,,Wayne Connect In-Dispenser Kit Core,264.6,DFS Wayne Parts,
MISC,W2894123-002-B39,,,Ovation Dual-Sided Wayne Tap Secure iX Pay Retrofit Kit B39 Blue,2263.8,DFS Wayne Parts,
MISC,W2894133-0002,,,"Select S1 Ad Panel Decal, Wayne Standard, White/Black: Gasoline",10.5,DFS Wayne Parts,
MISC,W2894133-0037,,,"Select S1 Ad Panel Decal, Wayne Standard : DEF",10.5,DFS Wayne Parts,
MISC,W2894142-002,,,Fusion UDB (I/ZI2Z0/QR/Z),1213.8,DFS Wayne Parts,
MISC,W2894153,,,Side B Hose 1 (Hydraulic Position 1) Fuel Delivery Tube And (2) Clips,86.1,DFS Wayne Parts,
MISC,W2894157,,,Side B Hose 1 (Hydraulic Position 2) Fuel Delivery Tube And (2) Clips,86.1,DFS Wayne Parts,
MISC,W2894169,,,Side A Hose 1 (Hydraulic Position 1) Fuel Delivery Tube And (2) Clips,86.1,DFS Wayne Parts,
MISC,W2894202,,,"Side A ID/OD 19,81/22,22 (Hydraulic Position 1 Hose Position 1) Stainless Steel Fuel Delivery Tube And (2) Clips",431.55,DFS Wayne Parts,
MISC,W2894204,,,"Side B ID/OD 19,81/22,22 (Hydraulic Position 1 Hose Position 1) Stainless Steel Fuel Delivery Tube And (2) Clips",431.55,DFS Wayne Parts,
MISC,W2894222-002-A032,,,"5 PTS Lee Bezel Kit, Grey A032",687.75,DFS Wayne Parts,
MISC,W2894259-A032,,,"Bezel Mod Kit, EH S/V With Glass Grey A032",267.75,DFS Wayne Parts,
MISC,W2894265-001,,,"SVC Kit, iMeter2 Wip Replacement",82.95,DFS Wayne Parts,
MISC,W2894280-001,,,"Bom Repair Kit, Sankyo Card Reader Led Lock Decal Replacement",18.9,DFS Wayne Parts,
MISC,W2894284-001,,,"Decal, Sales Volume, HDR, 1 Display, WST, $/GAL, US",25.2,DFS Wayne Parts,
MISC,W2894286-045,,,"Single-Product SPP UPD HDR Decal, Citgo: Regular Unleaded Ethanol Free",15.75,DFS Wayne Parts,
MISC,W2894288-001,,,"Helix Narrow Frame 3+1 4-Product Single-Price Point Unit Price Display Decal, Wayne Standard",15.75,DFS Wayne Parts,
MISC,W2894288-079,,,"Helix Narrow Frame 3-Product Single-Price Point Unit Price Display Decal, Valero Vanguard : Regular / Plus / Premium",15.75,DFS Wayne Parts,
MISC,W2894289-001,,,"Helix Narrow Frame 3+1 4 Product Single-Price Point Unit Price Display Decal, Wayne Standard",15.75,DFS Wayne Parts,
MISC,W2894291-035,,,"5-Product Single-Price Point Unit Price Display Decal, Thorntons : Diesel / Unleaded 15 / Unleaded / Unleaded Plus / Super Unleaded",15.75,DFS Wayne Parts,
MISC,W2894291-044,,,"5-Product Single-Price Point Unit Price Display Decal, PHB: E85/RE/RENE/PLNE/PRNE",15.75,DFS Wayne Parts,
MISC,W2894291-093,,,"5-Product Single-Price Point Unit Price Display Decal, Murphy USA : Diesel / Premium Ethanol Free / Unleaded / Unleaded Plus / Super Unleaded",15.75,DFS Wayne Parts,
MISC,W2894291-094,,,5-Product Single-Price Point Unit Price Display Decal Murphy USA : Diesel / Unleaded Ethanol Free / Unleaded / Unleaded Plus / Super Unleaded,15.75,DFS Wayne Parts,
MISC,W2894296-001,,,"4-Product 1+3 DPP Dual-Price Point UPD Unit Price Display Decal, Wayne Standard, Price Per Gallon",15.75,DFS Wayne Parts,
MISC,W2894298-002,,,Murphy USA 5-Product Unit Price Display Decal : Diesel Puef Unleaded Unleaded Plus Super Unleaded,15.75,DFS Wayne Parts,
MISC,W2894298-003,,,"Murphy USA 5-Product Unit Price Display Decal : Diesel, Unleaded Ethanol Free, Unleaded, Unleaded Plus, Super Unleaded",15.75,DFS Wayne Parts,
MISC,W2894298-004,,,"Murphy USA 5-Product Unit Price Display Decal : Diesel, E15, Unleaded, Unleaded Plus, Super Unleaded",15.75,DFS Wayne Parts,
MISC,W2894298-005,,,"Murphy USA 5-Product Unit Price Display Decal : Diesel, Flex Fuel, Unleaded, Unleaded Plus, Super Unleaded",15.75,DFS Wayne Parts,
MISC,W2894300-001,,,"Operating Instruction Decal, HDR,PTS With Receipt, Generic, English, A032",15.75,DFS Wayne Parts,
MISC,W2894304-001,,,ADA Decal,15.75,DFS Wayne Parts,
MISC,W2894305-001,,,QVGA MU HDR Display Panel Decal,38.85,DFS Wayne Parts,
MISC,W2894321-001,,,Select Gen2 Wayne Standard Spec Gallons Volume Only 2-Display Dial Decal,27.3,DFS Wayne Parts,
MISC,W2894322-001,,,Dial Face Decal,26.25,DFS Wayne Parts,
MISC,W2894354-A032,,,"Assembly, Front Panel, Payment, VGA Glass, Grey A032",322.35,DFS Wayne Parts,
MISC,W2894355-A032,,,"QVGA Glass Payment Front Panel Assembly, Grey A032",317.1,DFS Wayne Parts,
MISC,W2894355-W007,,,"QVGA Glass Payment Front Panel Assembly, White W007",317.1,DFS Wayne Parts,
MISC,W2894356-002-A032,,,Helix Polymer Single-Sided Font Panel Wayne TAP Contactless C150S-NP ADA qVGA Retrofit Kit - A032 Grey (Pre-September 2019),1546.65,DFS Wayne Parts,
MISC,W2894444-002-700,,,T7/T12 Select EMV US SPM2.5 Injected Keypad Assembly: Wayne Standard,1065.75,DFS Wayne Parts,
MISC,W2894444-202-002,,,Anthem UX EMV US SPM 2.5 Injected Keypad Assembly: Wells NA/TD-351/First Data,1150.8,DFS Wayne Parts,
MISC,W2894444-202-700,,,Anthem UX EMV SPM 2.5 Injected Keypad Assembly: Wayne Standard,1065.75,DFS Wayne Parts,
MISC,W2894447-001,,,"Warning Decal, WST, English",21,DFS Wayne Parts,
MISC,W2894456-401,,,"Nozzle Boot Decal, Meijer: Ethanol Free Rec Fuel Top Tier Approved Gasoline",14.7,DFS Wayne Parts,
MISC,W2894456-403,,,"Nozzle Boot Decal, Meijer: Gasoline Top Tier Approved Gasoline",14.7,DFS Wayne Parts,
MISC,W2894456-681,,,"Nozzle Boot Decal, Meijer: Unleaded 88 Top Tier Approved Gasoline",14.7,DFS Wayne Parts,
MISC,W2894472-002-014,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: ExxonMobil 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-015,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Credit-Only/Non-Debit 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-028,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: ConocoPhillips Heartland Car Wash 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-035,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: ConocoPhillips Heartland Pay Inside 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-051,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: ARCO Fiserv TD-246 Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-070,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: CITGO Heartland Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-080,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: ConocoPhillips Heartland 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-089,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Fiserv Buypass DUKPT 1DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-114,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic 1 NBS 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-115,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Valero Fiserv Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-133,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Sinclair Fiserv Debit 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-135,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Marathon Heartland 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-154,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Spartan Vantiv 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-156,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Thornton Oil 1DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-160,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Valero Fiserv TD-346 Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-177,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Chase Paymentech 8100 Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-184,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: CITGO Heartland Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-188,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Chevron 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-189,,,"iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Cenex, NBS, Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required",1150.8,DFS Wayne Parts,
MISC,W2894472-002-191,,,"iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Cenex, NBS, Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required",1150.8,DFS Wayne Parts,
MISC,W2894472-002-196,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Sinclair Fiserv 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-224,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Heartland Vital Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-225,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: ExxonMobil 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-226,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: ConocoPhillips Heartland 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-248,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Speedway/SuperAmerica 1DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-251,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Pilot Oil 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-273,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: ConocoPhillips Heartland 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-289,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Sunoco Fiserv Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-302,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Gulf Fiserv TD-510 Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-303,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Gulf/Cumberland Farms Fiserv TD-509 Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-306,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Alon Fina RBS Worldpay 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-309,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Shell Fiserv Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-310,,,iX Pay SPM 2.5 EMV US Injected Helix Keypad Assembly: Shell Fiserv Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-311,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: AAFES Fiserv 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-313,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Giant Eagle Fifth-Third Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-338,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Fiserv TD-351 Wells NA 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-339,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Heartland Small Merchant 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-340,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Heartland Small Merchant 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-348,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Spinx Fiserv 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-387,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Fiserv Carltn NA TD-512 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-439,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: ARCO Fiserv TD-246 Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-455,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Vantiv Comdata 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-463,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Fiserv Wells NA TD-351 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-468,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Heartland Small Merchant 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-470,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic RBS Worldpay Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-480,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Valero Fiserv TD-346Â 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-482,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Marathon HeartlandÂ 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-487,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Sinclair FiservÂ 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-488,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Shell Fiserv Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-490,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Generic Fiserv TD-272 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-491,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: BP Fiserv TD-246 Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-492,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: CITGO Heartland Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-499,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Safeway 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-502,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Chevron 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-532,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Murphy Oil Fiserv Dual 1DES/3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-538,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Quality Oil NBS 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-549,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Cumberland Farms Fiserv TD-509/Chase Paymentech 8901 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-627,,,iX Pay SPM 2.5 EMV US Injected Keypad Assembly: Buc-ee's Chase Paymentech 3DES - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1150.8,DFS Wayne Parts,
MISC,W2894472-002-700,,,iX Pay SPM 2.5 EMV US Keypad Assembly: Wayne Standard/Blank - (1) Gasket and (1) VGA Backlight Cable Rev. 02 Required,1065.75,DFS Wayne Parts,
MISC,W2894537-001,,,HS 4Vista Single-Sided ANK TRSM To iX Pay Retrofit Kit Without Keypad,2850.75,DFS Wayne Parts,
MISC,W2894537-002,,,HS 4Vista Double-Sided ANK TRSM To iX Pay Retrofit Kit Without Keypad,4617.9,DFS Wayne Parts,
MISC,W2894686-002,,,SCD Injected With Safeway ABSCO Application,638.4,DFS Wayne Parts,
MISC,W2894689-002-A032,,,WayneTap C150S-NP A032 Dual-Sided Retrofit Kit For Helix With Existing Scanner,759.15,DFS Wayne Parts,
MISC,W2894703-001,,,Ovation1/Ovation2 Dual-Sided Mono qVGA Side B Second iX Jade Board Retrofit Kit,935.55,DFS Wayne Parts,
MISC,W2894721-001,,,"iMeter2 Fuel Service Seal Kit For Single-Sided, Dual-Sided, And Duo iMeter",56.7,DFS Wayne Parts,
MISC,W2894721-002,,,iMeter2 Inlet Service Seal Kit,29.4,DFS Wayne Parts,
MISC,W2894721-003,,,iMeter2 Suction Service Seal Kit,171.15,DFS Wayne Parts,
MISC,W2894721-004,,,iMeter2 Suction Bypass Assembly Seal Kit,177.45,DFS Wayne Parts,
MISC,W2G08205-5047,,,"Top Panel, Valance Assembly, Narrow, WG, R098 Red Printed",464.1,DFS Wayne Parts,
MISC,W2G08228-5002,,,"Pump Number Sticker Kit, AL3, 1-12",42,DFS Wayne Parts,
MISC,W2G08228-5003,,,"Pump Number Sticker Kit, AL3, 13-20",29.4,DFS Wayne Parts,
MISC,W2G08232-5035,,,"Actuator Overlay, MU, FF",14.7,DFS Wayne Parts,
MISC,W2G08343-5043,,,"Top Panel, Valance Assembly, Wide, WG, R098 Red Printed",464.1,DFS Wayne Parts,
MISC,W2G09815-5004,,,Citgo Top Tier Fuel Decal,15.75,DFS Wayne Parts,
MISC,W2G46522-5018,,,Product ID Decal : Plus,15.75,DFS Wayne Parts,
MISC,W2G46522-5059,,,Product ID Decal : Premium Unleaded Ethanol Free,15.75,DFS Wayne Parts,
